,avg_salary,body,company,location,salary,title
548,202.5,"A major player in the consumer goods space is looking to bring on a Data Science Manager – breaking away from the traditional marketing analytics they’ve done in the past. This person will report up to the Director of Data Science and will be working on a variety of projects.

This role is an exciting hire for the company while they level up their analytics capabilities. The person in this role will be using modern machine learning techniques to conquer age-old challenges in a variety of areas – from demand planning in supply chain to customer analytics to projects in the IoT space. This role will be hands on in the analytics helping to set the foundation and grow the data science expertise of the organization.

To excel in this role, the ideal candidate will have:
• Eight (8) or more years of industry data science/predictive analytics experience (does not have to be in CPG)
• Proficiency in coding in R or Python
• Strong communication skills as you’ll be working in areas across a... very large organization
• Advanced degree in a technical/related field

Compensation for this role will be based off experience and can go to high 100’s.

Only citizens and green card holders can be considered.

Keywords: Data science, Python, R, Marketing, CPG, IoT, Azure, Computer Vision",Burtch Works,"New York, NY",$95.5k–214k,Data Science Manager
549,98.15,"The Data Analyst position is the perfect role for an entry-level engineer who’s looking to get their feet wet in the world of data science. You report to the Director of Data Science and interface directly with clients’ data science teams across business verticals. Your core responsibilities involve playing an active role in collaborating with internal teams to construct Optimove’s tailored predictive models for our clients. The ideal candidate is a SQL whiz with a strong work ethic, robust analytical and technical capabilities and highly effective time management skills. We are looking for a master multi-tasker that thrives in challenging, fast-paced environments with agility and ease. The Data Analyst is an integral part of the Analytics team and the position is one that brings with it an excellent opportunity to learn and grow within a rapidly expanding company.
Responsibilities:
Conducting consumer data research and analytics
Working with customer-centric algorithm models and... tailoring them to each customer as required
Constructing ETL processes
Extracting actionable insights from large databases
Site: North AmericaB.Sc in Engineering, Computer Science, Data Science, or similar major
Experience or undergraduate courses focused on SQL and Excel
Exceptional work ethic with outstanding technical skills
Ability to manage multiple projects simultaneously
Strong communication skills",Optimove,"New York, NY",$50.2k–95.9k,Data Analyst
550,117.7,"Inventive Scientist in AT&T Labs - Data Science and AI Research

In AT&T Labs' Data Science and AI Research organization, we tackle some of the world’s biggest and richest datasets to enable industry-leading services and deliver superior customer experiences. As a pioneer in big data technologies, we offer challenging research opportunities in statistics and machine learning, statistical computing, data visualization, text mining, time series modelling, data stream and database management, data quality and anomaly detection, and data privacy.

We focus on the company’s most challenging business problems that inspire exciting research opportunities, across diverse areas such as advertising, mobility network data, and video and multimedia analytics. Our researchers work directly with business unit leaders to directly impact AT&T’s products and services. All have opportunities to invent novel, publishable methodology that address real-world problems. Increasingly we contribute to... multiple data science disciplines through open source software projects, led by AT&T.

Our Inventive Scientists are typically hired as recent PhD graduates or early career researchers. They are on a path to be technical leaders in their field. An AT&T Labs Research career allows them to establish external recognition while creating innovative, business-impacting solutions. Researchers with 5+ years of relevant experience may be considered for a more senior position. We encourage applications from candidates with experience and strong interest in any of these areas:

Advertising and Media Consumption Analytics - With our purchase of Warner Media, AT&T is now a global media and entertainment leader, with exciting opportunities for data science applications that model consumer media consumption, develop personalized content, and optimize advertising effectiveness and delivery.

Spatial and spatio-temporal data analysis- The AT&T network generates billions of records per day from handheld devices, each one providing a data point in time and space. Understanding the dynamics of this mobility data through time series and spatial statistics helps AT&T better serve its customers, improve its network, and develop new products and services.

Statistical computation - AT&T is developing high-performance statistical models and algorithms to leverage modern streaming and storage technologies. One example is the AT&T collaborative coding project RCloud http://rcloud.social/.

Text mining - AT&T mines free-form text from millions of customer surveys, representative notes, and live chats as one way to manage our business in real time and include the customer perspective in everything we do. New methods are needed to keep up with the volume and complexity of this data.

Data visualization - AT&T creates algorithms, systems, and techniques for visualizing new data sets at increasingly large scale. AT&T is especially interested in interactive visualization of very large geospatial and temporal data. One example is our open source project Nanocubes http://nanocubes.net .

Predictive Modeling – We build models to predict customer behavior and sentiment, service disruptions, and event impacts. Models serve to both target, and to gain insight into variable relationships, allowing analysts to positively affect business outcomes. Testing incremental gains from newer machine learning algorithms with minimal sacrifice in interpretability is an active and growing research area with publishing opportunities.

Database management and data quality - AT&T is building high-performance and low latency systems to manage high velocity data streams. These systems are critical for accurate processing and analysis of data from the AT&T mobile network. Analyzing the data to identify glitches, and cleaning the data to minimize distortion while preserving maximal underlying variation, are essential to ensure meaningful big data analytics.

Please visit http://www.research.att.com to learn more about AT&T Research.

Qualifications - Required
• Experience and passion for finding solutions to real world, applied problems from complex datasets.
• PhD or equivalent in a data science field, including these most commonly: Statistics, Computer Science, Machine Learning, Operations Research, Engineering, and Mathematics.
• Established aptitude for applied research as demonstrated through publications, new research techniques, open source contributions, internship experience, or patents.
• Demonstrated ability to generate new ideas, and develop them from your concept to a solution.
• Demonstrated ability to use software to manipulate data, prototype new tools, and extract actionable insights from that data.
• Capable of presenting outcomes of analytic solutions in a format easily understood by a non-technical audience.
Qualifications - Preferred
• Expertise working with large industrial scale data sets.
• Accomplished programmer with experience in any of R, Python, C/C++, and Java.
• Experience with modern data management and analytic tools (e.g. Hadoop, NoSQL, Tensorflow, Keras, Spark). Work location can be Bedminster, NJ or New York, NY. Qualified candidates will be asked to submit a Research Statement and 3-5 references",AT&T,"Bedminster, NJ",$23.2k–189k,Inventive Scientist (Labs - Data Science and AI Research)
551,,"Job location: Charlottesville, VA
Employment Type: Full-time
Posted data: 2019-04-26
Req: R0005610

The University of Virginia (UVA) has announced plans to establish a School of Data Science, an effort made possible in part by the largest private gift in the institution’s 200-year history. The School of Data Science – UVA’s 12th school and the first established since 2007 – will position the University as a global leader in efforts to improve society through teaching and research based on the powerful, emerging field of data science. It builds on a foundation set in place at UVA by the Data Science Institute (DSI), a pan-University institute established in 2013 that grants graduate degrees and has a dual mission in education and research. The new School of Data Science proposes to ultimately offer both doctoral and undergraduate degree programs and certificate programs, helping to meet soaring demand for qualified data science professionals in a field that plays a key role in the... global information-based economy.

To realize the new School of Data Science vision, UVA seeks applicants for 12-month Open Rank General Faculty teaching track appointments in the area of data science related to education and policy. The DSI is committed to becoming a world leader in data science for the social good. To achieve this goal, we will recruit faculty at all levels who possess a diversity of life experiences. We especially encourage applications from individuals who are members of underrepresented groups and who have worked to support the broadening of student access to data science careers. Candidates are expected to develop and teach potentially both residential and online courses primarily for the Master of Science in Data Science program, but will also build and teach courses in data science for education and policy independently and jointly in the Curry School of Education and Human Development and the Batten School of Leadership and Public Policy. Candidates with experience and interest in policy analysis and educational analytics with backgrounds in areas related to data science such as: data mining and machine learning; data visualization; data integration and engineering; data management, acquisition and dissemination; and data ethics, law, policy and social implications are encouraged to apply. Currently teaching faculty spend the majority of their time teaching with a balance of effort dedicated to research and service responsibilities. Research at the intersection of data science and education and public policy will be an important part of the collaboration with the other schools. Initial applied research projects will focus on leveraging data science strategies to support individuals to complete postsecondary education and achieve better workforce outcomes, through close partnerships with public agencies and organizations. Service time includes roles in developing and building the new School of Data Science and commitments to help achieve student and team success.

UVA is proud to have a strong culture of collaboration and collegiality and is committed to creating collaborative and diverse environments necessary to develop and deliver quality educational programs. Successful candidates will help build bridges and will be a valuable part of creating cross-disciplinary programs with Curry and Batten; collaborate with both University faculty and public agency partners on applied research projects; teach and advise students at the undergraduate and graduate levels; mentor capstone research projects and perform service to the institution and the profession, locally, nationally and internationally.

A Ph.D. in a relevant field is required. A commitment to teaching excellence is essential, as is evidence of an explicit commitment to diversity and of advancing understanding and outcomes for underrepresented groups. Candidates with some experience teaching in an online format are preferred, however instructional design and related technical support will be provided to those interested in teaching online. Rank and compensation is contingent upon qualifications.

Applicant review begins May 16, 2019. The position will remain open until filled.

TO APPLY:

Upload the following materials at https://uva.wd1.myworkdayjobs.com/UVAJobs (or through Workday for internal applicants). Complete an application online and attach:
• CV
• Cover Letter
• Brief (1-2 page statement) addressing the following:
• Your philosophy and experience in teaching and mentoring
• How you have worked to contribute to equity and inclusion in your research, teaching and/or service.
• How your experience contributes to the DSI’s core values of ethics, open data and collaboration.
• Contact information for 3 references

For questions about the position or application process, please contact Savanna Galambos, Faculty Search Advisor at skh7b@virginia.edu.

UVA assists faculty spouses and partners seeking employment in the Charlottesville area. To learn more please visit http://provost.virginia.edu/dual-career. For more information about UVA and the surrounding area, please visit http://uvacharge.virginia.edu/guide.html. The University of Virginia, including the UVA Health System and the University Physician’s Group are fundamentally committed to the diversity of our faculty and staff. We believe diversity is excellence expressing itself through every person's perspectives and lived experiences. We are equal opportunity and affirmative action employers. All qualified applicants will receive consideration for employment without regard to age, color, disability, gender identity, marital status, national or ethnic origin, political affiliation, race, religion, sex (including pregnancy), sexual orientation, veteran status, and family medical or genetic information",University of Virginia,"Charlottesville, VA",,"Open Rank Data Science General Faculty, Education and Policy"
552,165.7,"Job Description

This position offers an opportunity to work for an organization responsible for engineering and operating an Analytics Platform for The Weather Company’s Consumer Product, Business to Business, and Watson Advertising Divisions. We have a fast-paced transformation to expand our Analytical Offerings to include more B2C and B2B big-data analytics products. Our Analytics Cloud Platform encompasses highly scalable 24x7 Data Ingestion and Big-Data Analytics that includes Predictive Models. In this Data Scientist role, you will provide scientific leadership and execution to support our business products and services! The Ideal Candidate has strong knowledge, deep experience, or/and superb potential in the following aspects.Required Technical and Professional Expertise
• Problem-Solving Intellect, particularly challenging real-world problems
• Durable Passion to apply data analytics to solve diverse problems
• Hypothesis-driven Research (make and test hypothesis; implement... experiments)
• Statistical Methods (e.g., correlations and regressions, anova, resampling, effect size)
• Machine-learning Techniques (e.g., clustering, decision trees, nearest-neighbors, support vector classifiers, ensemble methods, collaborative filtering)
• Algorithm Development in main languages to our business (i.e., Python or/and Scala)
• Communication and Interpersonal SkillsPreferred Technical and Professional Expertise
• Significant Concentration in a quantitative field
• Demonstrated Skill in AWS, NoSQL Systems, or/and Spark especially is a big plus
Required Technical and Professional Expertise

Some Proficiency with Unix/Linux environments
• Algorithm Development in additional languages (e.g., R, Java, Javascript, Bash Scripts)Frequent Responsibilities and Professional Expertise
• Work with business partners to develop strategies and value from our datasets
• Implement scalable cutting-edge solutions with machine learning and models
• Develop POCs with quick turnaround to suffice the needs of business stakeholders
• Leverage data management processes, available infrastructures, and API tools to develop codebases and solutions
• Collaborate with engineers, stakeholders, and other team members to establish an analytics platform or/and standard procedures for use across the business
• Communicate work to and Receive feedback by technical and non-technical audiences
Preferred Tech And Prof Experience

None

EO Statement
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status",IBM,"New York, NY",$80.7k–170k,Data Scientist
553,124.5,"Data Science Summer 2019 Internship

Your challenge: Help tell the story of books through data for the world's largest trade book publisher.

At Penguin Random House, the Data Science & Analytics group is an agile team comprised of data scientists, data engineers, front-end developers, and industry experts capable of tackling any data-oriented problem.

As a data science summer intern on the team, you will have an opportunity to contribute to a variety of high-profile projects while working closely with senior data scientists and key decision makers to help solve analytical problems of strategic value. Our major areas of focus include price elasticity and marketing personalization. Your domain of expertise will be equal parts feature engineering and statistical analysis or machine learning.

Qualifications Include
• A bachelor's degree in statistics, economics, mathematics, computer science, business analytics, or the quantitative social sciences
• Experience applying predictive... modeling or machine learning techniques to ""real world"" data
• Ability to communicate complex analytical concepts to a non-technical business audience
• Data munging skills, including computing aggregates and performing table joints (e.g. SQL, dplyr)
• Exposure to version control systems, preferably Git
• Availability to work 28 hours a week.

Preferred Qualifications
• A master's degree in a related field
• Two years' experience working with scripting languages such as Python or R
• A good understanding of scikit-learn, pandas, Theano, or TensorFlow
• Familiarity with the R packages ggplot2, CausalImpact, dplyr, data.table, (b)lmer, lasso/glmnet, rstanarm, LOO, BayesPlot
• Experience with Stan or other general-purpose modeling tools
• Experience with experimental design and/or casual inference
• Experience extracting data from APIs
• Experience working with time series data
• Comfortable iterating with Jupyter Notebook and the RStudio IDE, as well as shell scripting
• Experience developing, testing, and deploying web applications using Shiny
• Experience with automated feature engineering and large datasets (>1TB)

Please apply online and make sure to include a cover letter and resume. Provide a link to your GitHub profile for a code sample, whether related to a Kaggle attempt, a school project, or a general open-source contribution. Standalone samples are also accepted.

Penguin Random House is the leading adult and children’s publishing house in North America, the United Kingdom and many other regions around the world. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. Our vibrant and diverse international community of nearly 250 publishing brands and imprints include Ballantine Bantam Dell, Berkley, Clarkson Potter, Crown, DK, Doubleday, Dutton, Grosset & Dunlap, Little Golden Books, Knopf, Modern Library, Pantheon, Penguin Books, Penguin Press, Penguin Random House Audio, Penguin Young Readers, Portfolio, Puffin, Putnam, Random House, Random House Children’s Books, Riverhead, Ten Speed Press, Viking, and Vintage, among others. More information can be found at http://www.penguinrandomhouse.com/.

Penguin Random House values the array of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.

Company: Penguin Random House LLC

Country: United States of America

State/Region: New York

City: New York

Postal Code: 10019

Job ID: 30375

Nearest Major Market: Manhattan
Nearest Secondary Market: New York City
Job Segment: Database, Part Time, Seasonal, Engineer, Intern, Technology, Retail, Engineering, Entry Level",Penguin Random House,"New York, NY",$24.5k–200k,Data Science Summer 2019 Internship
554,124.5,"Integral Ad Science (IAS) is a global technology and data company that builds verification, optimization, and analytics solutions for the advertising industry and we’re looking for students to spend the summer with us. If you are excited about award winning Data Science projects, have a desire to learn Big Data technologies, and how to productize a model, then IAS is the place for you.

As an Integral Ad Science intern, you’ll spend 10 weeks in our New York City office working with our award-winning data science team. As a member of the team you’ll be partnered with a senior team member and work with machine learning, natural language processing, and image recognition to solve complex ad tech problems.

The Data Science team is a high-profile team at the center of innovation and a major contributor to the company’s core products. The types of challenges we solve attract people from industry and academia alike with diverse backgrounds ranging from machine learning, physics, biology... and neuroscience; to finance and economics. We’re passionate about maintaining an open and collaborative environment, where team members bring their own unique style of thinking and tools to the table.

What You’ll Do
• Build ML models to evaluate the environment in which ads are served
• Build unsupervised and supervised ML models for device verification
• Develop approaches for differentiating human and bot behaviors
• Implement bespoke estimators for models related to causality and ad efficacy
• Work to identify individual users in large networks of devices
• Attend intern activities designed to allow you to develop your skills, better understand your career interests and identify opportunities for future employment.
• Network with other interns and IAS employees

Who You Are And What You Have
• Currently pursuing a PhD, MSc (or advanced BSc) in CS, Math, Engineering, Statistics or other quantitative fields
• Familiar with Machine Learning techniques, possibly (but not necessarily) with a focus on natural language processing and/or causal inference
• Proven experience in Python and working knowledge of SQL would be a plus
• Self-learner and able to quickly pick up new systems and technologies with guidance
• Detail oriented, problem-driven and not afraid to solve complex problems
• Great communication and presentation skills, team-oriented

About Integral Ad Science

Integral Ad Science (IAS) is a global technology company that offers data and solutions to establish a safer, more effective advertising ecosystem. We partner with advertisers and publishers to protect their investments, capture consumer attention, and drive business impact. Founded in 2009, IAS is headquartered in New York with global operations in 13 countries. Our growth and innovation have been recognized in the Inc. 5000, Crain’s Fast 50, Forbes America’s Most Promising Companies, and I-COM’s Smart Data Marketing Technology Company. Learn more at www.integralads.com.

Equal Opportunity Employer

IAS is an equal opportunity employer, committed to our diversity and inclusiveness. We will consider all qualified applicants without regard to race, color, nationality, gender, gender identity or expression, sexual orientation, religion, disability or age. We strongly encourage women, people of color, members of the LGBTQIA community, people with disabilities and veterans to apply.

To learn more about us, please visit http://integralads.com/ and https://muse.cm/2t8eGlN

Attention agency/3rd party recruiters: IAS does not accept any unsolicited resumes or candidate profiles. If you are interested in becoming an IAS recruiting partner, please send an email introducing your company to recruitingagencies@integralads.com. We will get back to you if there's interest in a partnership",Integral Ad Science,"New York, NY",$30.5k–188k,Data Science Intern
555,89.05,"The Data Science & Analytics practice group at Capgemini is expanding its footprint…rapidly. As part of the fastest growing digital practice within Capgemini, we work with the latest advanced analytics, machine learning, and big data technologies to extract meaning and value from data in a number of different industries ranging from Media & Entertainment to Life Sciences and everywhere in-between. Our team has worked with geospatial data, on social media sentiment analysis, built recommendation systems, created image classification algorithms, solved large-scale optimization problems, and harnessed the massive influx of data generated by the IoT.

The Data Science & Analytics group is the fastest growing digital practice at Capgemini demanding agile innovation. As part of the Data Science & Analytics group, you will work in a collaborative environment with internal and client resources to understand key business goals, build solutions, and present findings to client executives while... solving real-world problems. If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical understanding, and technical know-how, the Data Science & Analytics practice group at Capgemini is the best place to grow your career.

Role & Responsibilities

Work in collaborative environment with global teams to drive client engagements in a broad range of industries: Aerospace & Defense, Automotive, Banking, Consumer Products & Retail, Financial Services, Healthcare, High Tech, Industrial Products, Insurance, Life Sciences, Manufacturing, Public Sector, Telecom, Media & Entertainment, and Energy & Utilities.
• Quickly understand client needs, develop solutions, and articulate findings to client executives.
• Provide data-driven recommendations to clients by clearly articulating complex technical concepts through generation and delivery of presentations.
• Analyze and model both structured and unstructured data from a number of distributed client and publicly available sources.
• Perform EDA and feature engineering to both inform the development of statistical models and generate improve model performance and flexibility.
• Design and build scalable machine learning models to meet the needs of given client engagement.
Requirements
• 0-2 year(s) professional work experience as a data scientist or on advanced analytics / statistics projects.
• Master’s degree from top tier college/university in Computer Science, Statistics, Economics, Physics, Engineering, Mathematics, or other closely related field.
• PhD preferred.
• Strong understanding and application of statistical methods and skills: distributions, experimental design, variance analysis, A/B testing, and regression.
• Statistical emphasis on data mining techniques, Bayesian Networks Inference, CHAID, CART, association rule, linear and non-linear regression, hierarchical mixed models/multi-level modeling, and ability to answer questions about underlying algorithms and processes.
• Experience with both Bayesian and frequentist methodologies.
• Mastery of statistical software, scripting languages, and packages (e.g. R, Matlab, SAS, Python, Pearl, Scikit-learn, Caffe, SAP Predictive Analytics, KXEN, ect.).
• Knowledge of or experience working with database systems (e.g. SQL, NoSQL, MongoDB, Postgres, ect.)
• Experience working with big data distributed programming languages, and ecosystems (e.g. S3, EC2, Hadoop/MapReduce, Pig, Hive, Spark, SAP HANA, ect.)
• Expertise in machine learning algorithms and experience using the following ML techniques: Logistic Regression, Decision Trees, Random Forests, Gradient Boosting, SVMs, Time Series, KMeans, Clustering, NMF).
• Preferred experience with NLP, Graph Theory, Neural Networks (RNNs/CNNs), sentiment analysis, and Azure ML.
• Experience building scalable data pipelines and with data engineering/ feature engineering.
• Preferred experience with web-scrapping.
• Experience building and deploying predictive models.
• Experience with PowerPoint and ability to clearly articulate findings and present solutions.
• Excellent team-oriented and interpersonal skills.
Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment.

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

Job

Programmer/Analyst

Schedule

Full-time

Primary Location

US-NY-New York

Organization

I AND D US

Applications Consultants have expertise in a specific technology environment. They are responsible for software-specific design and realization, as well as testing, deployment and release management, or technical and functional application management of client-specific package based solutions (e.g. SAP, ORACLE). These roles also require functional and methodological capabilities in testing and training.

Required Skills And Experience

You are learning and developing the knowledge, technical skills and core consulting behaviors required to succeed in Application Services. You learn an appropriate methodology and acquire knowledge of a business domain and a Package Based Solution. You demonstrate flexibility and versatility in meeting objectives and should be able to manage your workload and update management on task progress. You should already demonstrate progressing skills in building solutions and in optimizing and improving a client’s applications and systems.
• Qualification: 1 – 3 years experience, Bachelor’s Degree.
• Should have progressing skills in Package Configuration.
• Should have baseline skills in Business Analysis, Business Knowledge, Testing, Architecture Knowledge, Technical Solution Design and Vendor Management.
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.

Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law

About Capgemini

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in over 40 countries. The Group reported 2017 global revenues of EUR 12.8 billion (about $14.4 billion USD at 2017 average rate).

Visit us at www.capgemini.com . People matter, results count",Capgemini,"New York, NY",$57.9k–62.3k,Data Scientist - New York
556,,"Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; New York, NY, USA

Minimum Qualifications
• MS degree in Statistics, Mathematics, Economics, Engineering or an Applied Science or equivalent practical experience.
• 3 years of quantitative analytics experience with a focus on marketing analytics, statistical modeling, machine learning, digital attribution, forecasting, optimization and/or predictive analytics.
• Experience with media (paid, owned and earned).
• Programming experience in Python and/or R.

Preferred Qualifications
• Strong SQL and big data experience
• Proven experience delivering bespoke analytics to senior stakeholders (problem scoping/definition, modeling, interpretation, presentation)
• Experience using and/or deploying digital analytics and measurement solutions.
• Expert level knowledge of statistical programming languages (R/Python/Tensorflow)
• Ability to visualize models and... results. Ability to debug and troubleshoot code and models.

About The Job

gTech’s Professional Services team takes a creative, collaborative, and customer-centric approach to provide foundational services and forward-looking business solutions to top advertiser and publisher customers. Through technical implementation, optimization, and key solutions, gTech Professional Services helps customers attain their business goals while building long-term capabilities.

As a Data Scientist you will work closely with our largest clients and produce innovative and actionable quantitative models and analyses to address the challenges of marketing effectiveness, ROI, and prediction. The Global Premium Services team is a solution-generating force that helps our sales teams and advertisers. These solutions need to be scalable to support millions of customers worldwide. In addition to troubleshooting on the customer side, we work with Sales, Product and Engineering teams within Google to develop better tools and services to improve our products based on the evolving needs of our users. As a cross-functional and global team, it's our job to help keep the lights on and the ads relevant.

Google creates products and services that make the world a better place, and gTech’s role is to help bring them to life. Our teams of solution-oriented trusted advisors support millions of customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers’ complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products.

To learn more about gTech, check out our video.

Responsibilities
• Lead analytics aspects of client engagements in the area of marketing effectiveness and marketing portfolio management (with deep knowledge of modeling).
• Work effectively with clients to align Google Marketing Platform attribution and analytic solutions with key organizational challenges and develop value-based roadmaps to solve client business issues on a continuous and repeatable basis.
• Collaborate with clients to build an end-to-end machine learning framework. Engage various stakeholders, assess data readiness. Be able to scale a proof of concept to a larger solution.
• Work with client and internal teams to translate data and model results into tactical and strategic insights that are clear, complete, accurate, relevant, understandable and applicable to decision making and needs for varying client audiences. Co-present to and work with clients to integrate recommendations into business processes.
• Collaborate with Product/Engineering teams to increase and optimize capabilities, employing methods which create opportunities for scale, proactively helping to drive innovation.

At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.

To all recruitment agencies Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes",Google,"New York, NY",,"Data Scientist, Global Premium Services"
557,96.2,"Job Description

About Unified

Unified is a leading provider of social advertising services and solutions powered by data and technology. Our proprietary technology is designed to change the business of social by helping brands achieve unprecedented social marketing results. Unified provides expert Managed and Professional Services super-charged by innovative operations and insights platforms, as well as cutting-edge Data Management and Audience Insights solutions. With a range of offerings, we are able to create custom solutions for our clients, tailored to their needs and goals. Headquartered in New York City and with offices in Los Angeles and Atlanta, Unified has managed over $5B in social advertising data for the world’s largest brands and agencies and run more than $1B in social advertising campaigns.

For the last four years, Unified has been recognized by AdAge and Crain’s as one of the “Best Places To Work”. For more information, visit www.Unified.com or follow @Unified on... Twitter. Unified is an equal opportunity employer.
• Who You Are

You enjoy combing through large data sets and finding patterns within the noise. You’re always looking to innovate current processes and you get excited when tackling problems you haven’t seen before. You have a strong analytics and programming background and are ready to start applying this to the world of data science.

What You’ll Do

As an Associate Data Scientist, you will derive impactful insights from data to drive intelligence for Unified and it’s clients. You will work with your fellow data science team members to define and scope data science solutions to solve complex problems. You will help build, improve, and test robust statistical and machine learning solutions that will drive impact throughout the organization.

Need To Have
• 2+ years experience in a data analytics role
• Experience with ETL processing and data wrangling including fetching, munging, cleaning, pivoting, analyzing, aggregating, distributing, and visualizing
• Advanced programming skills in Python
• Proficiency in SQL and knowledge of RDBMs like Postgres and Redshift
• Basic knowledge of statistics, algorithms, data structures, and machine learning
• Bachelor’s or higher in a quantitative field

Nice To Have
• Experience with social media or advertising technology
• Experience with AWS
• Experience with Spark and the big data ecosystem
• Experience using Git and the Unix command-line
• Familiarity with Python web frameworks such as Django
• Familiarity calling RESTful web services, specifically social APIs (Facebook, Twitter, LinkedIn, YouTube, etc.)
• Data visualization skills, including JavaScript libraries such as D3 and Highcharts",Unified,"New York, NY",$14.2k–164k,Associate Data Scientist - NYC Headquarters
558,141.0,"We Are

Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses,widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.

You Are

A data specialist with serious analytical and statistical chops. You know how to take massive amounts of data and find the insights our clients need to help their companies do more.

The Work
• Use statistics, data mining, machine learning, and deep learning techniques to deliver data driven insights for the resources industry
• Work with... Accenture teams and clients to understand their challenges and create solutions
• Work with Accenture teams and clients to understand their challenges and create solutions
• Be a thought leader for your team on projects and about leading technologies
• Stay on top of trends in AI",Accenture,"Florham Park, NJ",$46.5k–189k,Data Science Consultant
